,game_date,Home_Team,Away_Team,Period,Clock,Home_Team_Skaters,Away_Team_Skaters,Home_Team_Goals,Away_Team_Goals,Team,Player,Event,X_Coordinate,Y_Coordinate,Detail_1,Detail_2,Detail_3,Detail_4,Player_2,X_Coordinate_2,Y_Coordinate_2,Time_Remaining,event_id,TeamIdentity,std_X,std_X_2,std_Y,std_Y_2,euc_dist,Score_Differential,Game_State,timeElapsed,secLastTeamEvent,secLastAnyEvent,Manpower,Posession_Change,HQ_Pass
14565,2021-01-27,Connecticut Whale,Boston Pride,1,16:28,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Incomplete Play,195,30,Direct,,,,Janine Weber,175.0,34.0,988,104,Home Team,195,175.0,30,34.0,20.396078054371138,0,Tied,"[-18, -18]",-18,-18,Even,No,No
14567,2021-01-27,Connecticut Whale,Boston Pride,1,16:25,5,5,0,0,Boston Pride,Kaleigh Fratkin,Incomplete Play,12,66,Indirect,,,,Mary Parker,70.0,77.0,985,106,Away Team,188,130.0,19,8.0,59.03388857258178,0,Tied,"[-13, -20]",-13,-20,Even,Yes,No
14569,2021-01-27,Connecticut Whale,Boston Pride,1,16:23,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,140,7,Direct,,,,Janine Weber,143.0,39.0,983,108,Home Team,140,143.0,7,39.0,32.14031735997639,0,Tied,"[-21, -21]",-21,-21,Even,No,No
14575,2021-01-27,Connecticut Whale,Boston Pride,1,16:13,5,5,0,0,Boston Pride,Mary Parker,Incomplete Play,4,30,Indirect,,,,Christina Putigna,46.0,6.0,973,114,Away Team,196,154.0,55,79.0,48.373546489791295,0,Tied,"[-1, -27]",-1,-27,Even,Yes,No
14579,2021-01-27,Connecticut Whale,Boston Pride,1,16:07,5,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,6,22,Indirect,,,,Mary Parker,46.0,65.0,967,118,Away Team,194,154.0,63,20.0,58.7281874401041,0,Tied,"[-32, -32]",-32,-32,Even,No,No
14581,2021-01-27,Connecticut Whale,Boston Pride,1,15:59,5,5,0,0,Connecticut Whale,Tori Howran,Incomplete Play,151,81,Indirect,,,,Janine Weber,190.0,67.0,959,120,Home Team,151,190.0,81,67.0,41.43669871020132,0,Tied,"[-13, -28]",-13,-28,Even,Yes,No
14585,2021-01-27,Connecticut Whale,Boston Pride,1,15:46,5,5,0,0,Connecticut Whale,Kayla Friesen,Incomplete Play,22,38,Direct,,,,Grace Klienbach,51.0,54.0,946,124,Home Team,22,51.0,38,54.0,33.12099032335839,0,Tied,"[-22, -22]",-22,-22,Even,No,No
14587,2021-01-27,Connecticut Whale,Boston Pride,1,15:44,5,5,0,0,Boston Pride,Briana Mastel,Incomplete Play,130,5,Indirect,,,,Lexie Laing,156.0,12.0,944,126,Away Team,70,44.0,80,73.0,26.925824035672523,0,Tied,"[-17, -21]",-17,-21,Even,Yes,No
14589,2021-01-27,Connecticut Whale,Boston Pride,1,15:40,5,5,0,0,Connecticut Whale,Elena Orlando,Incomplete Play,7,21,Indirect,,,,Mackenzie Lancaster,44.0,12.0,940,128,Home Team,7,44.0,21,12.0,38.078865529319536,0,Tied,"[-17, -21]",-17,-21,Even,Yes,No
14591,2021-01-27,Connecticut Whale,Boston Pride,1,15:38,5,5,0,0,Boston Pride,Taylor Wenczkowski,Incomplete Play,164,80,Indirect,,,,Lexie Laing,161.0,67.0,938,130,Away Team,36,39.0,5,18.0,13.341664064126336,0,Tied,"[-19, -27]",-19,-27,Even,Yes,No
14593,2021-01-27,Connecticut Whale,Boston Pride,1,15:35,5,5,0,0,Boston Pride,Taylor Turnquist,Play,103,81,Direct,,,,Briana Mastel,94.0,27.0,935,132,Away Team,97,106.0,4,58.0,54.74486277268397,0,Tied,"[-16, -26]",-16,-26,Even,Yes,No
14594,2021-01-27,Connecticut Whale,Boston Pride,1,15:33,5,5,0,0,Boston Pride,Briana Mastel,Incomplete Play,102,16,Direct,,,,Taylor Wenczkowski,120.0,29.0,933,133,Away Team,98,80.0,69,56.0,22.203603311174522,0,Tied,"[-28, -28]",-28,-28,Even,No,No
14596,2021-01-27,Connecticut Whale,Boston Pride,1,15:30,5,5,0,0,Connecticut Whale,Elena Orlando,Incomplete Play,19,9,Indirect,,,,Kaycie Anderson,58.0,4.0,930,135,Home Team,19,58.0,9,4.0,39.319206502675,0,Tied,"[-21, -31]",-21,-31,Even,Yes,No
14601,2021-01-27,Connecticut Whale,Boston Pride,1,15:20,5,5,0,0,Boston Pride,Tereza Vanisova,Play,156,51,Direct,,,,Briana Mastel,134.0,19.0,920,140,Away Team,44,66.0,34,66.0,38.832975677895206,0,Tied,"[-35, -35]",-35,-35,Even,No,Yes
14604,2021-01-27,Connecticut Whale,Boston Pride,1,15:15,5,5,0,0,Connecticut Whale,Kayla Friesen,Play,28,17,Indirect,,,,Kaycie Anderson,70.0,7.0,915,143,Home Team,28,70.0,17,7.0,43.17406628984581,0,Tied,"[-6, -34]",-6,-34,Even,Yes,No
14605,2021-01-27,Connecticut Whale,Boston Pride,1,15:12,5,5,0,0,Connecticut Whale,Kaycie Anderson,Incomplete Play,94,6,Direct,,,,Grace Klienbach,106.0,42.0,912,144,Home Team,94,106.0,6,42.0,37.947331922020545,0,Tied,"[-3, -33]",-3,-33,Even,Yes,No
14607,2021-01-27,Connecticut Whale,Boston Pride,1,15:10,5,5,0,0,Boston Pride,Tori Sullivan,Play,69,50,Direct,,,,Tereza Vanisova,83.0,33.0,910,146,Away Team,131,117.0,35,52.0,22.02271554554524,0,Tied,"[-36, -36]",-36,-36,Even,No,Yes
14609,2021-01-27,Connecticut Whale,Boston Pride,1,15:06,5,5,0,0,Boston Pride,Tereza Vanisova,Incomplete Play,144,11,Direct,,,,Samantha Davis,146.0,2.0,906,148,Away Team,56,54.0,74,83.0,9.219544457292887,0,Tied,"[-37, -37]",-37,-37,Even,No,No
14611,2021-01-27,Connecticut Whale,Boston Pride,1,15:03,5,5,0,0,Connecticut Whale,Sarah Schwenzfeier,Incomplete Play,19,78,Indirect,,,,Grace Klienbach,57.0,82.0,903,150,Home Team,19,57.0,78,82.0,38.209946349085605,0,Tied,"[6, -37]",6,-37,Even,Yes,No
14613,2021-01-27,Connecticut Whale,Boston Pride,1,14:59,5,5,0,0,Boston Pride,Briana Mastel,Play,93,5,Direct,,,,Taylor Turnquist,62.0,50.0,899,152,Away Team,107,138.0,80,35.0,54.644304369257,0,Tied,"[-34, -36]",-34,-36,Even,Yes,Yes
14614,2021-01-27,Connecticut Whale,Boston Pride,1,14:57,5,5,0,0,Boston Pride,Taylor Turnquist,Play,63,68,Direct,,,,Tori Sullivan,88.0,81.0,897,153,Away Team,137,112.0,17,4.0,28.178005607210746,0,Tied,"[-32, -36]",-32,-36,Even,Yes,No
14615,2021-01-27,Connecticut Whale,Boston Pride,1,14:56,5,5,0,0,Boston Pride,Tori Sullivan,Incomplete Play,87,81,Indirect,,,,Taylor Turnquist,70.0,79.0,896,154,Away Team,113,130.0,4,6.0,17.11724276862369,0,Tied,"[-38, -38]",-38,-38,Even,No,No
14621,2021-01-27,Connecticut Whale,Boston Pride,1,14:50,5,5,0,0,Boston Pride,Tereza Vanisova,Play,29,36,Direct,,,,Samantha Davis,69.0,6.0,890,160,Away Team,171,131.0,49,79.0,50.0,0,Tied,"[-40, -40]",-40,-40,Even,No,Yes
14622,2021-01-27,Connecticut Whale,Boston Pride,1,14:46,5,5,0,0,Boston Pride,Samantha Davis,Play,110,12,Direct,,,,Tereza Vanisova,117.0,29.0,886,161,Away Team,90,83.0,73,56.0,18.384776310850235,0,Tied,"[-39, -39]",-39,-39,Even,No,Yes
14627,2021-01-27,Connecticut Whale,Boston Pride,1,14:36,5,5,0,0,Boston Pride,Meghara McManus,Incomplete Play,179,70,Direct,,,,Samantha Davis,182.0,79.0,876,166,Away Team,21,18.0,15,6.0,9.486832980505136,0,Tied,"[-31, -39]",-31,-39,Even,Yes,No
14630,2021-01-27,Connecticut Whale,Boston Pride,1,14:31,5,5,0,0,Boston Pride,Samantha Davis,Play,189,73,Indirect,,,,Paige Capistran,128.0,81.0,871,169,Away Team,11,72.0,12,4.0,61.522353661088104,0,Tied,"[-40, -40]",-40,-40,Even,No,Yes
14634,2021-01-27,Connecticut Whale,Boston Pride,1,14:24,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,39,4,Direct,,,,Maddie Bishop,55.0,5.0,864,173,Home Team,39,55.0,4,5.0,16.031219541881402,0,Tied,"[-44, -44]",-44,-44,Even,No,No
14636,2021-01-27,Connecticut Whale,Boston Pride,1,14:22,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,103,83,Indirect,,,,Meghara McManus,123.0,83.0,862,175,Away Team,97,77.0,2,2.0,20.0,0,Tied,"[-34, -45]",-34,-45,Even,Yes,No
14638,2021-01-27,Connecticut Whale,Boston Pride,1,14:20,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,96,13,Direct,,,,Amanda Conway,118.0,25.0,860,177,Home Team,96,118.0,13,25.0,25.05992817228333,0,Tied,"[-47, -47]",-47,-47,Even,No,No
14642,2021-01-27,Connecticut Whale,Boston Pride,1,14:13,5,5,0,0,Boston Pride,Meghara McManus,Incomplete Play,185,75,Direct,,,,Carlee Turner,193.0,57.0,853,181,Away Team,15,7.0,10,28.0,19.697715603592208,0,Tied,"[-25, -48]",-25,-48,Even,Yes,No
14644,2021-01-27,Connecticut Whale,Boston Pride,1,14:11,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,19,30,Direct,,,,Maddie Bishop,29.0,5.0,851,183,Home Team,19,29.0,30,5.0,26.925824035672523,0,Tied,"[-56, -56]",-56,-56,Even,No,No
14646,2021-01-27,Connecticut Whale,Boston Pride,1,14:06,5,5,0,0,Boston Pride,Paige Capistran,Play,89,64,Direct,,,,Meaghan Rickard,105.0,81.0,846,185,Away Team,111,95.0,21,4.0,23.3452350598575,0,Tied,"[-18, -54]",-18,-54,Even,Yes,Yes
14647,2021-01-27,Connecticut Whale,Boston Pride,1,14:05,5,5,0,0,Boston Pride,Meaghan Rickard,Play,95,81,Indirect,,,,Carlee Turner,115.0,80.0,845,186,Away Team,105,85.0,4,5.0,20.02498439450079,0,Tied,"[-54, -54]",-54,-54,Even,No,Yes
14650,2021-01-27,Connecticut Whale,Boston Pride,1,14:02,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Play,62,15,Direct,,,,Shannon Doyle,36.0,56.0,842,189,Home Team,62,36.0,15,56.0,48.54894437575342,0,Tied,"[-59, -59]",-59,-59,Even,No,No
14651,2021-01-27,Connecticut Whale,Boston Pride,1,14:01,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,35,58,Direct,,,,Amanda Conway,84.0,72.0,841,190,Home Team,35,84.0,58,72.0,50.960769224963634,0,Tied,"[-58, -58]",-58,-58,Even,No,No
14653,2021-01-27,Connecticut Whale,Boston Pride,1,13:59,5,5,0,0,Boston Pride,Lauren Kelly,Play,89,11,Indirect,,,,Meghara McManus,115.0,6.0,839,192,Away Team,111,85.0,74,79.0,26.47640458974745,0,Tied,"[-62, -62]",-62,-62,Even,No,No
14656,2021-01-27,Connecticut Whale,Boston Pride,1,13:55,5,5,0,0,Connecticut Whale,Shannon Doyle,Play,40,75,Direct,,,,Amanda Conway,79.0,61.0,835,195,Home Team,40,79.0,75,61.0,41.43669871020132,0,Tied,"[-62, -62]",-62,-62,Even,No,Yes
14657,2021-01-27,Connecticut Whale,Boston Pride,1,13:51,5,5,0,0,Connecticut Whale,Amanda Conway,Incomplete Play,78,83,Direct,,,,Shannon Doyle,48.0,65.0,831,196,Home Team,78,48.0,83,65.0,34.9857113690718,0,Tied,"[-58, -58]",-58,-58,Even,No,No
14659,2021-01-27,Connecticut Whale,Boston Pride,1,13:50,5,5,0,0,Connecticut Whale,Amanda Conway,Incomplete Play,81,77,Direct,,,,Mackenzie Lancaster,89.0,76.0,830,198,Home Team,81,89.0,77,76.0,8.06225774829855,0,Tied,"[-60, -60]",-60,-60,Even,No,No
14663,2021-01-27,Connecticut Whale,Boston Pride,1,13:37,5,5,0,0,Boston Pride,Lexie Laing,Play,165,81,Direct,,,,Mary Parker,157.0,80.0,817,202,Away Team,35,43.0,4,5.0,8.06225774829855,0,Tied,"[-40, -49]",-40,-49,Even,Yes,Yes
14664,2021-01-27,Connecticut Whale,Boston Pride,1,13:36,5,5,0,0,Boston Pride,Mary Parker,Play,149,78,Direct,,,,Mallory Souliotis,134.0,24.0,816,203,Away Team,51,66.0,7,61.0,56.04462507680822,0,Tied,"[-39, -51]",-39,-51,Even,Yes,No
14665,2021-01-27,Connecticut Whale,Boston Pride,1,13:34,5,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,137,23,Direct,,,,Mary Parker,154.0,39.0,814,204,Away Team,63,46.0,62,46.0,23.3452350598575,0,Tied,"[-37, -49]",-37,-49,Even,Yes,No
14667,2021-01-27,Connecticut Whale,Boston Pride,1,13:31,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Incomplete Play,36,42,Indirect,,,,Amanda Conway,109.0,51.0,811,206,Home Team,36,109.0,42,51.0,73.55270219373317,0,Tied,"[-49, -51]",-49,-51,Even,Yes,No
14672,2021-01-27,Connecticut Whale,Boston Pride,1,13:25,5,5,0,0,Connecticut Whale,Abbie Ives,Play,3,42,Indirect,,,,Shannon Doyle,3.0,43.0,805,211,Home Team,3,3.0,42,43.0,1.0,0,Tied,"[-54, -54]",-54,-54,Even,No,No
14673,2021-01-27,Connecticut Whale,Boston Pride,1,13:24,5,5,0,0,Connecticut Whale,Shannon Doyle,Incomplete Play,3,43,Indirect,,,,Katelynn Russ,52.0,81.0,804,212,Home Team,3,52.0,43,81.0,62.008063991709975,0,Tied,"[-53, -53]",-53,-53,Even,No,No
14675,2021-01-27,Connecticut Whale,Boston Pride,1,13:20,5,5,0,0,Boston Pride,Lexie Laing,Play,162,6,Direct,,,,Taylor Wenczkowski,167.0,25.0,800,214,Away Team,38,33.0,79,60.0,19.6468827043885,0,Tied,"[-45, -52]",-45,-52,Even,Yes,Yes
14678,2021-01-27,Connecticut Whale,Boston Pride,1,13:14,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Play,20,70,Indirect,,,,Alyssa Wohlfeiler,44.0,47.0,794,217,Home Team,20,44.0,70,47.0,33.24154027718932,0,Tied,"[-46, -52]",-46,-52,Even,Yes,Yes
14679,2021-01-27,Connecticut Whale,Boston Pride,1,13:13,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,44,47,Direct,,,,Laurel Hill,36.0,46.0,793,218,Home Team,44,36.0,47,46.0,8.06225774829855,0,Tied,"[-53, -53]",-53,-53,Even,No,Yes
14680,2021-01-27,Connecticut Whale,Boston Pride,1,13:10,5,5,0,0,Connecticut Whale,Laurel Hill,Play,52,41,Direct,,,,Katelynn Russ,69.0,40.0,790,219,Home Team,52,69.0,41,40.0,17.029386365926403,0,Tied,"[-53, -53]",-53,-53,Even,No,No
14681,2021-01-27,Connecticut Whale,Boston Pride,1,13:06,5,5,0,0,Connecticut Whale,Katelynn Russ,Incomplete Play,81,31,Direct,,,,Alyssa Wohlfeiler,89.0,27.0,786,220,Home Team,81,89.0,31,27.0,8.94427190999916,0,Tied,"[-50, -50]",-50,-50,Even,No,No
14683,2021-01-27,Connecticut Whale,Boston Pride,1,13:04,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,82,66,Direct,,,,Mallory Souliotis,67.0,22.0,784,222,Away Team,118,133.0,19,63.0,46.48655719667785,0,Tied,"[-58, -58]",-58,-58,Even,No,Yes
14687,2021-01-27,Connecticut Whale,Boston Pride,1,12:55,5,5,0,0,Connecticut Whale,Maggie LaGue,Play,20,27,Direct,,,,Mackenzie Lancaster,34.0,33.0,775,226,Home Team,20,34.0,27,33.0,15.231546211727816,0,Tied,"[-52, -52]",-52,-52,Even,No,Yes
14688,2021-01-27,Connecticut Whale,Boston Pride,1,12:54,5,5,0,0,Connecticut Whale,Mackenzie Lancaster,Play,50,28,Direct,,,,Alyssa Wohlfeiler,70.0,4.0,774,227,Home Team,50,70.0,28,4.0,31.240998703626612,0,Tied,"[-51, -52]",-51,-52,Even,Yes,Yes
14689,2021-01-27,Connecticut Whale,Boston Pride,1,12:53,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,81,7,Direct,,,,Maggie LaGue,91.0,8.0,773,228,Home Team,81,91.0,7,8.0,10.04987562112089,0,Tied,"[-50, -51]",-50,-51,Even,Yes,Yes
14691,2021-01-27,Connecticut Whale,Boston Pride,1,12:49,5,5,0,0,Connecticut Whale,Maggie LaGue,Incomplete Play,170,9,Direct,,,,Katelynn Russ,170.0,33.0,769,230,Home Team,170,170.0,9,33.0,24.0,0,Tied,"[-46, -50]",-46,-50,Even,Yes,No
14693,2021-01-27,Connecticut Whale,Boston Pride,1,12:46,5,5,0,0,Boston Pride,Mallory Souliotis,Incomplete Play,4,38,Direct,,,,Taylor Wenczkowski,11.0,34.0,766,232,Away Team,196,189.0,47,51.0,8.06225774829855,0,Tied,"[-47, -50]",-47,-50,Even,Yes,No
14696,2021-01-27,Connecticut Whale,Boston Pride,1,12:38,5,5,0,0,Connecticut Whale,Amanda Conway,Play,197,53,Indirect,,,,Janine Weber,197.0,56.0,758,235,Home Team,197,197.0,53,56.0,3.0,0,Tied,"[-47, -47]",-47,-47,Even,No,Yes
14697,2021-01-27,Connecticut Whale,Boston Pride,1,12:32,5,5,0,0,Connecticut Whale,Janine Weber,Play,151,36,Direct,,,,Maggie LaGue,133.0,71.0,752,236,Home Team,151,133.0,36,71.0,39.35733730830886,0,Tied,"[-41, -44]",-41,-44,Even,Yes,Yes
14700,2021-01-27,Connecticut Whale,Boston Pride,1,12:26,5,5,0,0,Connecticut Whale,Hanna Beattie,Incomplete Play,174,3,Indirect,,,,Kayla Friesen,166.0,82.0,746,239,Home Team,174,166.0,3,82.0,79.40403012442127,0,Tied,"[-48, -48]",-48,-48,Even,No,No
14704,2021-01-27,Connecticut Whale,Boston Pride,1,12:19,5,5,0,0,Boston Pride,McKenna Brand,Play,72,31,Direct,,,,Christina Putigna,93.0,34.0,739,243,Away Team,128,107.0,54,51.0,21.213203435596427,0,Tied,"[-36, -56]",-36,-56,Even,Yes,Yes
14708,2021-01-27,Connecticut Whale,Boston Pride,1,12:16,5,5,0,0,Connecticut Whale,Hanna Beattie,Incomplete Play,64,24,Indirect,,,,Janine Weber,115.0,13.0,736,247,Home Team,64,115.0,24,13.0,52.17278984298233,0,Tied,"[-59, -61]",-59,-61,Even,Yes,No
14714,2021-01-27,Connecticut Whale,Boston Pride,1,12:07,5,5,0,0,Connecticut Whale,Kayla Friesen,Play,191,11,Indirect,,,,Janine Weber,199.0,33.0,727,253,Home Team,191,199.0,11,33.0,23.40939982143925,0,Tied,"[-54, -59]",-54,-59,Even,Yes,Yes
14715,2021-01-27,Connecticut Whale,Boston Pride,1,12:06,5,5,0,0,Connecticut Whale,Janine Weber,Play,199,33,Indirect,,,,Amanda Conway,197.0,54.0,726,254,Home Team,199,197.0,33,54.0,21.095023109728988,0,Tied,"[-62, -62]",-62,-62,Even,No,No
14716,2021-01-27,Connecticut Whale,Boston Pride,1,12:05,5,5,0,0,Connecticut Whale,Amanda Conway,Incomplete Play,197,54,Indirect,,,,Janine Weber,197.0,44.0,725,255,Home Team,197,197.0,54,44.0,10.0,0,Tied,"[-61, -61]",-61,-61,Even,No,No
14719,2021-01-27,Connecticut Whale,Boston Pride,1,11:59,5,5,0,0,Connecticut Whale,Amanda Conway,Incomplete Play,179,5,Direct,,,,Janine Weber,161.0,26.0,719,258,Home Team,179,161.0,5,26.0,27.65863337187866,0,Tied,"[-61, -61]",-61,-61,Even,No,No
14721,2021-01-27,Connecticut Whale,Boston Pride,1,11:53,5,5,0,0,Boston Pride,Tereza Vanisova,Play,83,62,Direct,,,,Christina Putigna,105.0,39.0,713,260,Away Team,117,95.0,23,46.0,31.827660925679094,0,Tied,"[-45, -59]",-45,-59,Even,Yes,Yes
14724,2021-01-27,Connecticut Whale,Boston Pride,1,11:44,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,76,36,Direct,,,,Tori Howran,103.0,8.0,704,263,Home Team,76,103.0,36,8.0,38.89730067755345,0,Tied,"[-52, -55]",-52,-55,Even,Yes,No
14727,2021-01-27,Connecticut Whale,Boston Pride,1,11:39,5,5,0,0,Boston Pride,Paige Capistran,Incomplete Play,58,80,Direct,,,,Lauren Kelly,45.0,34.0,699,266,Away Team,142,155.0,5,51.0,47.80167361086847,0,Tied,"[-50, -62]",-50,-62,Even,Yes,No
14729,2021-01-27,Connecticut Whale,Boston Pride,1,11:36,5,5,0,0,Boston Pride,Lauren Kelly,Play,42,10,Indirect,,,,Taylor Wenczkowski,80.0,3.0,696,268,Away Team,158,120.0,75,82.0,38.63935817272331,0,Tied,"[-47, -66]",-47,-66,Even,Yes,No
14730,2021-01-27,Connecticut Whale,Boston Pride,1,11:35,5,5,0,0,Boston Pride,Taylor Wenczkowski,Incomplete Play,77,3,Indirect,,,,Carlee Turner,108.0,2.0,695,269,Away Team,123,92.0,82,83.0,31.01612483854165,0,Tied,"[-67, -67]",-67,-67,Even,No,No
14732,2021-01-27,Connecticut Whale,Boston Pride,1,11:33,5,5,0,0,Connecticut Whale,Emma Vlasic,Play,71,82,Direct,,,,Tori Howran,39.0,63.0,693,271,Home Team,71,39.0,82,63.0,37.21558813185679,0,Tied,"[-66, -66]",-66,-66,Even,No,Yes
14733,2021-01-27,Connecticut Whale,Boston Pride,1,11:30,5,5,0,0,Connecticut Whale,Tori Howran,Play,28,46,Direct,,,,Alyssa Wohlfeiler,63.0,5.0,690,272,Home Team,28,63.0,46,5.0,53.90732788777422,0,Tied,"[-66, -66]",-66,-66,Even,No,Yes
14734,2021-01-27,Connecticut Whale,Boston Pride,1,11:28,5,5,0,0,Connecticut Whale,Alyssa Wohlfeiler,Play,47,4,Indirect,,,,Tori Howran,18.0,8.0,688,273,Home Team,47,18.0,4,8.0,29.27456233660889,0,Tied,"[-65, -65]",-65,-65,Even,No,Yes
14735,2021-01-27,Connecticut Whale,Boston Pride,1,11:26,5,5,0,0,Connecticut Whale,Tori Howran,Play,10,14,Indirect,,,,Shannon Doyle,11.0,68.0,686,274,Home Team,10,11.0,14,68.0,54.00925846556311,0,Tied,"[-65, -65]",-65,-65,Even,No,Yes
14736,2021-01-27,Connecticut Whale,Boston Pride,1,11:23,5,5,0,0,Connecticut Whale,Shannon Doyle,Play,22,78,Direct,,,,Katelynn Russ,59.0,80.0,683,275,Home Team,22,59.0,78,80.0,37.05401462729781,0,Tied,"[-65, -65]",-65,-65,Even,No,Yes
14737,2021-01-27,Connecticut Whale,Boston Pride,1,11:22,5,5,0,0,Connecticut Whale,Katelynn Russ,Play,59,80,Direct,,,,Alyssa Wohlfeiler,74.0,76.0,682,276,Home Team,59,74.0,80,76.0,15.524174696260026,0,Tied,"[-66, -66]",-66,-66,Even,No,No
14740,2021-01-27,Connecticut Whale,Boston Pride,1,11:19,5,5,0,0,Boston Pride,Carlee Turner,Play,111,7,Direct,,,,Meghara McManus,116.0,21.0,679,279,Away Team,89,84.0,78,64.0,14.866068747318506,0,Tied,"[-52, -66]",-52,-66,Even,Yes,Yes
14742,2021-01-27,Connecticut Whale,Boston Pride,1,11:15,5,5,0,0,Boston Pride,Meghara McManus,Incomplete Play,176,15,Direct,,,,Taylor Wenczkowski,167.0,39.0,675,281,Away Team,24,33.0,70,46.0,25.632011235952593,0,Tied,"[-48, -65]",-48,-65,Even,Yes,No
14744,2021-01-27,Connecticut Whale,Boston Pride,1,11:11,5,5,0,0,Boston Pride,Meghara McManus,Play,194,24,Direct,,,,Lauren Kelly,175.0,15.0,671,283,Away Team,6,25.0,61,70.0,21.02379604162864,0,Tied,"[-63, -63]",-63,-63,Even,No,Yes
14747,2021-01-27,Connecticut Whale,Boston Pride,1,11:04,5,5,0,0,Boston Pride,Paige Capistran,Play,92,82,Direct,,,,Lauren Kelly,105.0,17.0,664,286,Away Team,108,95.0,3,68.0,66.2872536767062,0,Tied,"[-63, -63]",-63,-63,Even,No,No
14750,2021-01-27,Connecticut Whale,Boston Pride,1,10:58,5,5,0,0,Connecticut Whale,Taylor Marchin,Incomplete Play,7,26,Indirect,,,,Tori Howran,34.0,16.0,658,289,Home Team,7,34.0,26,16.0,28.79236009777593,0,Tied,"[-65, -65]",-65,-65,Even,No,No
14752,2021-01-27,Connecticut Whale,Boston Pride,1,10:53,5,5,0,0,Boston Pride,Kaleigh Fratkin,Incomplete Play,194,49,Direct,,,,Mary Parker,164.0,47.0,653,291,Away Team,6,36.0,36,38.0,30.066592756745816,0,Tied,"[-65, -65]",-65,-65,Even,No,No
14754,2021-01-27,Connecticut Whale,Boston Pride,1,10:51,5,5,0,0,Connecticut Whale,Tori Howran,Incomplete Play,16,49,Indirect,,,,Taylor Marchin,14.0,39.0,651,293,Home Team,16,14.0,49,39.0,10.198039027185569,0,Tied,"[-58, -70]",-58,-70,Even,Yes,No
14756,2021-01-27,Connecticut Whale,Boston Pride,1,10:47,5,5,0,0,Boston Pride,Lexie Laing,Play,175,69,Indirect,,,,Mary Parker,191.0,69.0,647,295,Away Team,25,9.0,16,16.0,16.0,0,Tied,"[-69, -69]",-69,-69,Even,No,Yes
14757,2021-01-27,Connecticut Whale,Boston Pride,1,10:45,5,5,0,0,Boston Pride,Mary Parker,Play,183,78,Indirect,,,,Kaleigh Fratkin,132.0,76.0,645,296,Away Team,17,68.0,7,9.0,51.03920062069939,0,Tied,"[-68, -68]",-68,-68,Even,No,Yes
14758,2021-01-27,Connecticut Whale,Boston Pride,1,10:43,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,132,76,Direct,,,,Mallory Souliotis,135.0,19.0,643,297,Away Team,68,65.0,9,66.0,57.07889277132134,0,Tied,"[-66, -66]",-66,-66,Even,No,Yes
14764,2021-01-27,Connecticut Whale,Boston Pride,1,10:35,5,5,0,0,Boston Pride,Victoria Hanson,Play,15,48,Direct,,,,Kaleigh Fratkin,3.0,58.0,635,303,Away Team,185,197.0,37,27.0,15.620499351813306,0,Tied,"[-70, -70]",-70,-70,Even,No,Yes
14765,2021-01-27,Connecticut Whale,Boston Pride,1,10:34,5,5,0,0,Boston Pride,Kaleigh Fratkin,Play,3,58,Indirect,,,,Samantha Davis,31.0,2.0,634,304,Away Team,197,169.0,27,83.0,62.609903369994115,0,Tied,"[-72, -72]",-72,-72,Even,No,Yes
14766,2021-01-27,Connecticut Whale,Boston Pride,1,10:30,5,5,0,0,Boston Pride,Samantha Davis,Play,48,3,Direct,,,,Mary Parker,79.0,4.0,630,305,Away Team,152,121.0,82,81.0,31.01612483854165,0,Tied,"[-68, -69]",-68,-69,Even,Yes,No
14767,2021-01-27,Connecticut Whale,Boston Pride,1,10:29,5,5,0,0,Boston Pride,Mary Parker,Incomplete Play,89,3,Direct,,,,Lexie Laing,84.0,48.0,629,306,Away Team,111,116.0,82,37.0,45.276925690687094,0,Tied,"[-67, -72]",-67,-72,Even,Yes,No
14769,2021-01-27,Connecticut Whale,Boston Pride,1,10:28,5,5,0,0,Connecticut Whale,Taylor Marchin,Play,84,67,Direct,,,,Kaycie Anderson,106.0,37.0,628,308,Home Team,84,106.0,67,37.0,37.20215047547654,0,Tied,"[-71, -75]",-71,-75,Even,Yes,Yes
14773,2021-01-27,Connecticut Whale,Boston Pride,1,10:20,5,5,0,0,Boston Pride,Mallory Souliotis,Play,7,21,Indirect,,,,Samantha Davis,48.0,4.0,620,312,Away Team,193,152.0,64,81.0,44.384682042344295,0,Tied,"[-67, -74]",-67,-74,Even,Yes,No
